neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
1,11,1,120,2,14,77,1,0
2,44,0,45,30,0,-1,8,312
2,44,0,45,30,1,1279,8,314
2,44,0,45,30,1,66,8,347
2,44,0,45,30,1,749,8,163
2,44,0,45,30,1,442,8,321
2,44,0,45,30,1,21,8,331
2,44,0,45,30,0,-1,8,340
2,129,0,80,3,4,48,1,342
1,4,0,85,1,6,92,1,0
1,68,1,118,3,21,9,2,10
1,19,0,50,1,5,154,1,0
1,28,0,99,1,18,1019,5,0
0,6,1,204,5,28,97,1,225
1,64,1,220,1,28,2,1,45
1,71,1,325,7,0,-1,1,0
0,123,0,81,1,7,34,2,48
4,88,0,60,1,1,716,1,269
0,123,0,50,1,25,11,2,351
1,4,0,90,2,38,59,6,0
0,79,0,45,1,7,13,4,32
1,5,1,180,30,0,-1,65,364
1,14,1,320,30,0,-1,65,364
1,28,1,340,30,0,-1,65,364
1,28,1,395,30,0,-1,65,346
1,28,1,187,30,0,-1,65,315
2,219,0,195,1,1,724,2,59
2,129,1,170,5,1,1144,2,0
1,53,1,140,30,3,386,11,104
0,6,1,125,3,20,9,1,0
1,7,0,85,1,8,247,1,30
2,37,0,73,1,25,46,4,317
1,2,0,100,1,0,-1,1,302
0,15,1,90,7,0,-1,1,0
0,15,1,135,3,42,2,1,100
0,10,0,60,1,18,123,2,308
1,11,1,199,4,1,550,1,232
2,37,0,80,1,33,33,9,365
0,21,0,50,1,86,38,1,198
1,19,0,55,5,2,746,1,0
0,54,0,80,7,1,15,9,365
2,37,0,95,1,30,33,9,353
1,2,1,120,2,25,47,1,180
4,42,0,10,1,0,-1,1,180
0,13,1,110,225,0,-1,1,365
1,2,0,40,1,22,11,2,105
0,21,0,50,4,2,70,2,0
2,31,0,40,30,2,246,103,216
0,21,1,99,1,79,6,1,173
0,6,0,65,2,32,47,1,37
1,18,1,195,2,6,94,1,0
1,11,1,150,30,1,84,1,86
1,14,0,120,1,4,117,1,5
2,129,1,170,5,4,395,2,0
2,83,0,80,4,3,415,2,175
4,99,0,35,5,8,48,2,179
0,21,1,130,5,14,38,1,305
2,37,0,30,1,16,9,1,153
0,6,0,53,2,40,11,1,13
1,28,1,350,2,24,84,1,242
0,100,0,50,2,5,371,3,180
0,22,1,250,1,0,-1,1,17
0,6,0,30,4,3,380,1,0
0,21,0,56,2,32,86,1,158
1,4,0,98,2,18,86,1,209
0,22,0,100,1,0,-1,1,0
0,12,1,290,5,0,-1,1,0
4,69,1,75,4,35,13,1,169
0,16,1,130,2,24,13,1,2
1,19,0,98,2,15,38,1,29
1,28,1,180,2,23,27,1,2
1,28,1,200,30,0,-1,96,0
0,12,1,250,4,4,538,1,0
0,21,0,75,1,27,38,1,29
1,64,1,300,3,52,2,1,119
0,6,1,180,2,30,123,1,69
1,26,1,199,5,18,37,1,248
0,70,0,65,7,16,9,3,287
0,70,0,45,7,24,11,3,313
1,2,0,90,2,39,16,1,29
0,6,1,150,2,12,49,1,0
2,37,0,55,1,37,116,6,364
2,95,0,51,4,27,9,4,87
0,21,0,45,3,2,92,3,0
0,6,0,50,400,0,-1,1,90
0,15,0,60,3,0,-1,1,179
2,37,0,60,1,38,9,6,363
1,52,1,300,4,0,-1,1,188
0,13,1,375,20,2,48,2,0
0,73,1,64,30,0,-1,1,0
0,12,0,125,1,4,453,2,8
0,12,1,250,2,3,15,2,0
1,2,0,40,1,7,117,1,0
3,179,0,89,1,1,345,1,65
1,19,0,80,3,23,16,1,9
0,12,1,600,2,23,12,2,328
4,144,0,75,2,14,62,1,210
0,54,1,110,1,57,115,3,223
0,10,1,150,3,22,33,1,144
0,12,0,90,1,18,50,2,9
1,43,1,125,29,0,-1,96,345
1,14,1,209,29,0,-1,96,335
1,1,1,287,29,0,-1,96,219
1,14,1,202,29,0,-1,96,279
1,1,1,287,29,0,-1,96,219
1,14,1,239,29,3,414,96,254
1,1,1,287,29,0,-1,96,218
1,14,1,232,29,2,1435,96,311
1,26,1,187,29,0,-1,96,323
1,5,1,175,29,5,442,3,49
2,83,0,60,1,38,33,1,315
0,12,1,310,4,0,-1,1,87
1,14,1,200,1,12,58,1,6
2,184,1,200,1,7,27,2,311
0,20,1,650,4,1,8,1,168
0,20,1,75,4,0,-1,2,177
0,0,0,40,1,19,4,11,28
0,76,1,123,2,27,86,2,128
1,7,0,150,2,41,27,1,67
0,21,0,47,7,2,72,1,0
0,6,0,31,30,1,744,1,62
2,56,0,54,2,2,1030,1,0
1,1,1,235,30,0,-1,65,249
1,1,1,320,30,0,-1,65,249
1,1,1,495,30,0,-1,65,364
1,7,1,300,30,0,-1,65,365
1,71,1,470,30,0,-1,65,250
1,7,1,350,30,0,-1,65,281
1,7,1,350,30,0,-1,65,281
1,1,1,200,30,0,-1,65,339
1,1,1,435,30,0,-1,65,329
0,79,1,100,2,12,13,1,2
1,8,1,200,30,0,-1,65,342
0,12,0,130,3,12,16,3,90
1,5,1,305,30,0,-1,65,364
1,8,0,99,1,7,526,1,0
1,8,1,230,30,0,-1,65,348
2,124,1,150,3,6,86,1,162
1,8,1,220,30,0,-1,65,364
1,7,1,250,30,0,-1,65,275
1,26,1,185,30,0,-1,65,364
1,19,1,253,30,0,-1,65,332
1,28,1,150,30,0,-1,65,364
1,5,1,350,30,0,-1,65,364
1,43,1,135,29,0,-1,96,332
0,6,0,50,30,15,769,1,179
0,147,0,59,2,32,32,3,0
1,7,0,180,4,10,19,3,365
0,76,1,113,3,24,46,2,96
2,37,0,80,1,30,24,9,189
2,56,0,45,2,4,943,1,249
1,132,0,100,30,3,189,2,0
1,43,1,525,1,25,33,6,203
0,6,0,100,2,0,-1,1,0
2,44,1,105,7,2,15,1,93
1,19,1,250,2,10,386,1,188
3,172,1,67,2,39,86,1,45
1,23,0,100,1,4,598,2,0
4,99,1,75,7,0,-1,1,0
1,23,1,226,1,1,471,2,0
1,43,1,175,2,1,151,1,0
1,7,1,550,3,1,836,1,353
0,21,1,120,2,6,374,2,0
0,6,1,126,2,30,46,2,35
0,6,0,61,2,1,13,1,349
1,28,0,99,1,18,1480,5,0
1,7,1,200,3,10,2,1,206
0,21,0,54,7,8,30,1,0
1,4,0,90,2,38,86,6,178
0,32,1,155,1,12,47,1,6
1,4,1,400,2,0,-1,6,173
1,8,1,250,30,0,-1,65,334
2,25,1,150,3,2,224,1,3
1,4,0,85,3,2,135,6,90
0,6,2,38,3,12,214,34,365
1,4,2,220,4,2,758,1,41
0,6,2,37,2,10,52,34,362
0,12,0,58,3,46,85,2,126
1,14,1,220,14,0,-1,1,0
0,135,0,55,1,39,33,1,45
0,15,1,93,5,3,260,1,0
1,8,1,175,30,0,-1,65,364
0,12,0,58,3,47,102,2,188
1,26,1,140,5,13,9,1,24
1,26,1,160,10,2,349,1,81
0,6,1,125,21,2,372,1,250
2,87,1,140,2,11,47,4,335
1,2,1,126,4,34,16,1,90
2,31,0,35,30,2,75,15,5
2,37,1,159,2,7,13,7,67
2,160,0,99,1,49,12,3,38
0,21,0,63,5,6,37,7,133
0,12,1,180,2,5,648,1,0
0,21,0,63,6,3,11,7,187
1,2,0,65,4,2,51,2,0
0,22,0,48,30,3,526,1,0
0,22,0,42,10,1,319,1,0
2,47,1,85,2,36,8,1,290
0,90,0,50,2,1,92,1,0
1,4,1,199,2,15,4,2,230
1,2,1,85,15,0,-1,1,0
0,20,1,315,2,0,-1,2,364
0,54,1,199,3,9,118,1,353
1,4,0,80,1,25,16,2,0
0,6,2,36,3,12,17,34,361
0,6,0,40,30,2,1279,3,331
0,21,0,106,1,2,648,2,5
1,2,1,195,2,14,13,1,33
2,46,1,75,1,63,2,1,61
2,25,1,150,3,0,-1,1,0
2,46,1,1000,2,0,-1,5,365
0,12,1,160,2,59,17,2,23
1,28,1,185,30,0,-1,6,123
1,8,1,264,30,2,1123,10,343
0,100,0,40,3,23,2,1,357
2,56,1,120,3,23,115,1,16
0,21,0,65,1,31,38,3,134
1,9,1,350,2,8,38,1,52
1,4,0,75,1,2,124,1,0
1,11,1,190,30,5,252,1,130
1,8,1,65,3,9,132,1,0
1,9,1,180,2,19,4,1,179
0,21,1,100,1,1,92,1,0
0,12,0,65,3,6,654,1,0
0,6,1,150,5,4,372,1,160
1,14,0,225,3,21,1,1,8
1,4,0,111,3,9,1005,1,3
1,2,0,150,2,26,49,2,55
1,4,1,145,5,2,150,2,1
0,6,0,57,2,2,157,1,0
1,28,1,135,30,0,-1,6,178
0,12,1,150,4,7,34,1,5
2,62,0,53,1,14,818,1,357
0,15,0,60,2,0,-1,1,40
0,21,0,35,2,43,9,2,15
0,21,0,65,3,3,1666,2,0
2,118,1,100,1,62,33,2,77
2,152,1,100,2,4,38,1,178
1,7,1,144,2,2,64,1,0
0,15,0,49,1,13,526,1,0
1,1,1,120,2,6,535,1,0
2,39,1,77,2,3,448,1,0
0,6,0,60,30,1,202,8,0
1,77,1,160,1,8,224,1,0
2,37,0,62,1,10,9,5,90
2,56,0,90,5,1,122,1,69
2,37,0,38,1,16,38,1,362
1,2,0,150,2,24,24,2,47
1,68,1,160,3,6,106,2,0
1,4,1,128,90,8,48,1,0
0,117,1,139,2,41,33,1,62
0,90,1,80,3,39,9,1,8
0,6,0,85,3,8,38,2,63
0,111,0,45,1,8,252,8,0
0,6,1,148,1,63,33,1,82
0,54,1,115,1,15,11,1,48
3,78,0,100,3,0,-1,1,90
0,17,0,75,4,1,226,1,82
0,21,0,75,1,37,27,1,294
2,126,1,196,2,21,38,3,202
1,45,0,100,3,1,682,1,0
1,2,1,290,3,11,349,1,85
2,85,0,46,2,71,102,3,340
1,2,0,68,10,1,673,1,0
1,8,1,150,5,2,260,1,0
1,19,1,149,2,1,863,1,0
2,81,0,39,3,1,746,1,0
0,12,1,175,1,15,33,1,8
0,15,0,100,1,12,461,3,2
1,7,0,100,2,0,-1,1,0
0,6,0,60,1,4,515,1,0
1,2,1,175,5,0,-1,1,0
0,21,1,100,2,1,238,1,0
1,2,1,76,3,1,386,1,0
0,29,1,91,5,2,43,1,0
0,21,0,65,5,13,22,2,310
1,14,1,240,2,8,40,1,0
2,39,2,30,1,30,359,1,157
0,21,1,110,1,0,-1,1,0
1,4,1,106,2,8,115,1,0
0,21,0,59,2,8,15,1,0
0,147,0,45,7,5,224,1,168
0,12,0,98,1,0,-1,2,0
3,55,0,55,3,6,355,3,154
2,103,0,89,3,0,-1,2,23
0,6,1,165,5,25,47,1,127
1,19,1,450,3,34,2,1,80
2,112,1,115,1,6,106,1,179
0,21,0,50,2,2,15,1,0
1,9,0,130,3,0,-1,4,222
1,5,1,799,5,5,17,1,340
0,21,0,100,2,5,10,1,0
2,129,0,70,2,53,13,1,108
2,37,0,50,1,20,47,2,188
0,21,1,138,2,62,13,1,151
2,44,0,50,5,2,205,1,15
1,28,1,250,30,1,124,1,60
1,19,0,83,2,0,-1,1,0
2,44,0,89,1,28,49,2,212
0,6,0,75,3,0,-1,1,0
2,56,1,125,1,18,15,1,0
1,4,0,36,30,1,1228,103,199
1,43,1,159,29,0,-1,96,325
2,56,0,55,3,2,124,2,0
1,28,1,160,1,17,9,1,5
2,44,1,170,14,1,8,2,106
4,58,1,475,2,0,-1,13,359
1,43,1,217,29,0,-1,96,9
1,14,0,77,1,4,797,2,0
0,21,1,175,1,54,16,2,137
0,21,1,90,3,26,19,1,3
1,8,1,299,3,33,2,1,96
0,6,0,79,3,44,13,1,91
1,7,1,285,2,44,38,3,70
0,111,0,45,1,8,94,8,0
0,111,0,40,1,12,53,8,0
0,111,0,40,1,9,53,8,0
0,111,0,40,1,11,1382,8,0
1,53,1,124,2,5,94,1,0
1,2,0,60,1,49,25,3,0
2,37,0,89,1,39,33,9,342
1,7,1,159,2,58,16,1,124
1,43,0,180,3,10,113,1,48
2,37,0,63,1,22,170,4,347
0,16,0,125,5,7,66,1,180
0,21,0,70,1,1,8,1,39
2,31,0,51,3,38,16,3,146
0,15,1,115,3,34,85,4,249
4,133,0,55,1,32,84,1,333
1,64,1,250,4,16,47,1,0
1,11,1,188,30,0,-1,65,326
2,81,0,149,2,5,115,6,340
0,54,1,55,1,38,247,3,311
1,101,0,100,1,5,1520,1,0
0,13,1,170,2,18,27,1,0
1,4,0,85,1,6,363,1,0
1,8,1,295,2,24,13,1,70
1,9,1,125,30,39,12,1,32
0,13,0,52,4,4,50,1,329
1,7,1,151,6,22,13,2,56
1,4,0,90,4,9,351,1,13
1,7,0,55,7,5,70,47,342
1,7,0,55,7,1,30,47,360
2,37,1,450,3,0,-1,1,0
4,59,0,50,1,1,140,1,61
2,83,0,89,4,2,58,2,175
0,3,0,90,30,1,157,6,281
2,154,1,200,1,32,6,2,324
0,12,0,165,3,0,-1,1,89
0,97,0,116,3,2,34,3,16
1,14,1,150,2,7,33,1,3
0,36,0,80,7,54,38,2,311
1,28,0,70,7,1,453,2,33
0,6,0,65,1,56,9,2,49
0,135,1,170,4,12,115,1,308
0,15,1,689,2,18,259,1,340
0,82,1,99,2,2,562,1,0
1,19,1,120,2,0,-1,1,39
1,52,0,111,3,7,430,1,0
0,6,0,43,4,10,123,1,0
2,155,1,275,1,0,-1,2,329
0,12,0,125,2,3,494,1,54
0,32,1,200,3,4,132,1,0
0,21,0,100,3,29,46,3,31
0,21,0,63,3,5,442,3,0
1,4,0,150,1,5,39,1,83
1,2,0,60,30,5,627,2,0
0,90,1,100,2,8,33,1,46
0,21,0,39,31,1,122,1,35
1,30,0,90,2,24,49,1,119
0,24,1,195,3,33,12,1,241
1,26,1,142,30,1,627,91,364
0,6,0,55,2,18,16,1,310
1,8,1,142,30,3,46,91,213
0,12,1,150,4,9,38,1,0
0,12,0,65,27,4,204,2,154
2,31,0,86,1,12,783,1,0
0,13,1,200,7,1,598,3,163
0,12,0,65,4,2,673,1,0
1,11,1,400,5,1,345,1,0
0,6,0,55,2,13,183,34,330
1,26,1,150,2,0,-1,1,0
1,4,1,175,3,27,12,2,128
1,26,1,150,15,1,744,1,5
0,21,0,59,5,8,121,1,177
1,1,1,339,3,7,252,12,0
3,55,0,100,2,1,345,1,0
1,1,1,339,3,4,773,12,0
1,14,1,350,3,0,-1,1,0
1,28,0,105,1,3,233,1,90
1,7,1,195,2,53,9,1,150
1,2,0,79,1,8,627,1,0
0,21,0,55,1,64,85,3,149
0,12,1,200,2,1,48,1,27
1,7,1,159,2,3,72,1,0
0,15,0,82,2,21,38,1,175
2,63,1,65,2,59,13,2,127
2,81,0,59,29,0,-1,7,41
0,54,0,75,1,2,244,3,125
0,20,1,136,2,13,16,1,3
0,54,0,65,1,4,1748,3,125
1,4,0,49,5,14,214,6,12
1,52,1,300,4,5,345,1,0
0,33,1,160,4,2,135,1,4
1,23,1,150,7,8,123,1,290
0,117,2,32,7,0,-1,4,21
0,6,2,36,1,9,362,34,365
2,39,1,79,2,6,138,2,0
1,68,0,129,1,35,145,3,365
0,10,1,159,1,11,8,5,262
1,2,1,100,5,10,654,1,177
1,14,1,93,105,1,731,19,332
1,8,1,220,6,0,-1,1,0
1,2,1,86,4,3,784,1,0
1,18,0,60,1,26,58,1,365
0,20,0,105,4,0,-1,1,8
2,183,0,60,1,6,9,3,167
1,23,1,185,3,10,362,1,0
2,37,0,75,1,65,49,1,139
1,30,1,95,1,42,28,1,2
0,6,0,42,2,34,25,1,9
0,20,0,120,5,8,28,2,179
2,63,0,120,2,0,-1,1,35
0,79,1,120,3,0,-1,1,0
0,6,0,37,30,0,-1,5,214
1,2,1,350,3,2,199,1,0
2,202,1,125,3,16,17,1,123
0,17,1,165,3,55,16,1,37
1,8,0,230,3,14,66,1,0
1,4,1,200,20,1,305,1,341
1,1,1,250,5,59,6,1,58
0,12,1,290,4,12,9,1,117
2,37,0,80,1,21,106,9,362
0,111,2,25,3,8,48,4,88
0,67,2,35,3,2,773,4,50
2,155,1,150,1,20,259,2,147
0,12,1,180,3,22,27,1,98
1,28,1,150,4,7,6,1,0
1,28,1,95,4,3,495,2,0
1,2,0,120,3,22,12,1,10
1,68,1,400,4,2,354,1,0
1,27,1,1100,3,5,95,1,180
0,21,1,160,5,0,-1,1,0
0,6,1,60,4,1,386,1,0
2,106,1,130,2,0,-1,1,215
0,6,1,150,4,7,25,1,0
0,24,0,49,2,9,70,4,132
2,56,1,120,1,5,25,3,0
1,101,1,3750,1,0,-1,1,365
0,6,1,100,1,5,329,2,0
0,6,1,139,1,10,97,9,20
1,8,1,135,1,0,-1,2,93
0,21,0,59,2,26,46,1,0
2,81,0,60,2,11,50,2,318
1,23,1,197,5,1,354,1,12
1,2,1,112,4,9,4,1,89
1,19,1,140,2,19,70,1,18
2,49,0,125,1,0,-1,1,363
1,8,1,245,2,33,86,2,262
0,6,1,175,4,6,252,2,1
0,20,1,199,2,14,51,1,250
0,35,1,65,2,97,156,2,7
2,106,1,250,1,0,-1,1,90
4,213,0,60,1,0,-1,1,268
2,81,1,229,2,37,52,1,0
1,2,0,70,7,49,11,6,22
0,21,0,88,7,21,24,1,54
0,6,0,55,2,41,27,3,358
0,6,0,55,2,27,9,3,346
0,6,0,55,2,27,123,3,351
0,21,0,65,2,3,9,3,28
0,6,1,350,1,2,9,1,127
0,6,0,52,2,25,6,2,328
0,6,0,55,2,24,6,2,347
0,12,1,160,2,0,-1,1,0
0,20,1,125,5,5,170,4,68
1,14,0,200,4,13,77,1,172
0,21,0,65,3,5,598,2,0
0,12,0,85,4,1,494,2,0
1,7,1,379,2,31,24,1,238
1,8,0,69,2,10,346,4,0
0,21,0,65,3,5,48,2,6
1,2,1,175,5,1,695,1,89
0,21,1,100,3,6,349,1,0
0,79,0,50,3,39,16,2,300
1,43,1,294,29,0,-1,96,38
1,19,1,225,2,6,722,1,87
1,2,1,175,2,1,724,1,14
4,59,0,80,3,24,9,2,72
0,6,1,155,1,17,58,9,118
2,37,0,75,1,25,11,9,360
0,21,0,55,1,47,33,3,0
1,7,1,239,4,2,48,1,0
0,21,0,50,7,1,117,2,55
1,28,2,90,26,0,-1,2,90
0,90,1,300,3,8,86,1,125
0,16,1,285,2,25,13,2,36
0,6,1,250,4,36,16,3,202
0,15,0,85,1,1,670,1,65
1,19,1,330,2,8,16,1,5
2,37,0,85,1,31,22,9,337
1,1,0,120,1,12,29,1,0
4,99,0,50,1,13,66,1,280
0,12,1,150,3,6,15,1,0
0,12,0,63,10,2,40,1,0
0,6,0,85,3,11,25,1,170
2,152,1,85,3,33,27,1,44
0,15,0,43,2,57,12,3,81
1,53,0,80,2,65,2,1,12
0,12,1,172,3,32,28,3,78
0,6,1,125,2,51,13,1,89
0,82,0,45,1,1,33,1,39
2,46,1,54,2,45,24,1,12
1,2,1,170,3,3,752,2,180
0,22,0,50,2,2,13,1,77
0,54,0,80,1,77,13,4,345
2,85,0,55,1,0,-1,1,8
2,31,0,33,30,1,140,103,246
0,22,0,45,4,24,24,1,4
1,28,1,150,1,2,13,1,0
0,6,0,37,2,44,75,2,1
1,64,1,150,2,26,25,1,0
2,49,0,60,1,3,163,1,40
0,117,1,71,2,3,784,2,0
1,19,1,158,2,21,16,3,18
1,2,1,150,2,11,84,1,38
2,31,0,58,2,32,6,5,88
2,31,0,57,2,21,70,5,125
2,44,0,65,2,0,-1,2,0
1,28,0,155,1,13,214,3,312
2,83,1,185,3,25,16,1,55
0,6,0,86,2,2,36,5,342
0,6,0,65,1,1,746,1,0
0,6,1,139,2,6,59,1,0
1,26,1,187,3,4,35,1,0
3,194,0,36,2,18,76,1,178
1,7,1,120,14,15,13,1,0
1,2,0,65,1,21,32,2,58
1,64,0,120,1,9,208,1,179
4,133,2,65,2,4,386,2,0
1,14,1,250,2,14,58,1,28
2,112,1,120,2,7,2,1,41
2,178,1,175,2,6,19,2,317
2,178,1,200,2,6,6,2,321
1,8,1,148,2,18,24,1,1
0,111,1,120,2,5,411,1,3
1,2,1,159,3,31,85,1,358
1,23,1,200,4,16,36,1,56
1,2,1,85,2,23,13,2,16
1,8,0,90,1,31,6,3,112
0,12,1,104,2,20,113,1,0
4,59,0,85,3,0,-1,1,89
0,70,1,125,2,43,2,1,95
1,4,1,275,3,2,538,1,0
2,152,0,60,14,12,106,1,341
3,122,0,46,1,17,395,1,0
0,21,1,80,7,5,10,1,0
0,90,1,136,2,24,2,1,130
0,6,1,125,1,68,85,1,261
0,21,0,85,1,14,38,1,81
0,13,1,175,3,16,6,1,0
1,1,0,400,7,3,170,1,184
0,6,0,60,30,27,113,4,319
0,6,0,60,30,11,488,4,361
0,6,0,95,2,2,1030,2,0
0,6,0,65,30,30,37,4,365
4,187,0,69,3,9,123,2,311
2,81,0,89,1,2,724,1,33
1,4,0,110,1,35,2,1,90
1,23,1,150,30,2,21,9,302
0,21,0,52,7,3,363,1,0
1,30,0,75,2,4,19,2,58
0,12,0,60,3,29,12,3,61
0,24,1,100,2,6,224,1,0
0,15,0,90,1,52,19,1,0
2,56,1,170,2,11,405,1,0
0,73,1,105,2,1,77,1,36
0,38,1,295,2,31,16,1,25
0,12,0,98,1,33,24,2,11
0,6,1,150,3,44,49,3,252
0,12,0,100,60,0,-1,2,157
0,15,0,99,3,19,2,2,41
1,11,1,190,2,0,-1,1,0
2,25,0,89,1,0,-1,1,0
2,31,0,53,2,23,115,5,156
1,4,2,49,2,25,372,9,12
0,21,0,40,3,1,188,1,0
1,7,1,300,2,12,116,2,2
1,4,2,49,2,60,4,9,109
0,70,1,124,2,34,37,2,273
1,4,2,60,2,28,115,9,120
1,7,0,100,1,41,46,3,64
0,12,0,78,1,32,32,1,30
2,63,1,300,1,0,-1,1,0
1,7,0,90,1,44,102,3,36
1,7,1,180,1,41,13,3,30
1,28,1,300,2,8,17,3,62
0,21,1,110,1,2,1198,1,0
1,7,1,269,1,18,86,2,55
1,4,0,61,3,8,52,3,95
1,28,0,99,1,7,408,5,0
0,22,0,60,2,3,261,1,0
2,126,2,11,1,0,-1,1,245
1,1,1,199,3,14,32,1,3
2,25,0,75,1,91,38,2,0
1,11,0,150,2,2,38,3,56
1,1,0,150,1,59,24,3,0
0,6,0,42,30,3,43,5,216
4,187,0,53,3,12,22,2,356
1,11,1,290,2,9,247,1,41
1,1,0,135,1,70,27,3,0
1,1,2,62,1,112,28,3,0
1,1,1,800,1,1,380,1,270
1,11,1,175,3,7,15,1,0
4,136,0,50,1,24,59,1,163
2,87,0,55,2,25,4,3,38
1,8,1,149,3,32,4,1,96
1,7,1,200,1,29,252,1,0
1,27,1,350,2,38,13,1,267
0,21,0,38,7,0,-1,1,40
1,7,1,250,2,1,224,1,9
0,12,1,185,1,20,8,1,44
0,33,1,185,2,25,17,1,17
1,1,1,140,3,28,13,1,333
1,2,0,45,1,14,4,2,128
2,39,0,40,29,1,415,5,0
0,16,0,150,1,1,1030,1,276
1,1,0,145,1,53,6,2,5
2,46,1,125,1,2,63,1,0
2,81,0,70,2,25,33,2,177
1,43,1,245,29,0,-1,96,304
4,133,0,65,2,3,731,2,0
0,6,1,350,1,5,15,2,5
0,12,0,66,2,6,48,3,173
0,12,0,65,2,22,11,3,173
0,6,2,31,1,33,9,17,85
1,1,1,239,29,0,-1,96,305
0,22,0,55,2,28,9,6,68
0,12,0,75,2,16,1118,3,215
0,96,1,210,2,11,16,2,120
0,12,0,120,1,16,8,1,85
1,1,1,239,29,0,-1,96,327
1,1,1,239,29,0,-1,96,326
0,21,0,90,2,6,50,3,89
0,21,0,90,2,14,13,3,87
0,22,1,115,3,11,29,1,165
0,6,0,45,1,1,205,2,0
1,2,1,200,3,2,96,1,16
0,12,0,105,3,12,13,1,0
1,4,2,49,2,35,51,9,9
1,4,2,49,2,51,8,9,5
1,4,2,49,2,23,38,9,10
1,4,2,49,2,62,38,9,3
0,21,0,73,3,8,134,4,104
1,28,1,150,10,3,562,1,17
1,11,1,220,2,10,13,1,48
2,103,0,35,1,92,13,4,344
0,12,1,125,1,13,1228,2,0
1,14,2,85,2,22,9,4,365
0,21,1,350,6,0,-1,3,156
1,1,1,239,29,0,-1,96,328
0,15,1,190,1,9,38,1,364
1,28,1,300,3,2,27,1,343
1,1,1,279,29,0,-1,96,325
1,7,0,65,1,2,67,47,361
0,6,0,48,3,22,85,3,94
1,1,1,239,29,0,-1,96,206
0,13,1,250,2,4,488,2,12
2,106,1,150,2,22,13,1,118
1,4,0,150,2,2,115,2,67
0,15,1,80,2,64,47,1,209
2,83,0,80,1,5,48,1,180
4,173,0,65,1,23,24,5,365
1,1,1,150,30,1,329,91,311
0,13,1,275,2,2,1379,1,0
1,30,1,250,3,6,17,6,46
0,21,0,49,7,28,86,3,28
2,44,0,61,1,48,4,1,171
0,29,0,90,1,8,33,1,129
0,12,0,75,1,5,135,1,55
1,2,0,110,1,1,526,1,0
2,31,1,125,1,33,33,1,95
4,173,0,140,1,31,8,5,365
0,36,1,250,3,31,4,1,101
1,11,0,100,3,35,76,1,112
0,12,0,90,2,2,147,1,0
1,2,0,45,14,5,771,1,0
0,6,0,65,1,27,41,2,0
0,21,0,45,3,9,17,1,10
1,1,1,212,29,0,-1,96,203
0,12,0,70,1,2,563,1,0
1,1,1,204,29,0,-1,96,243
1,23,0,400,3,6,94,1,67
1,43,1,184,29,0,-1,96,267
1,2,1,119,1,29,38,1,103
1,77,0,197,5,3,1,1,95
0,21,0,30,1,18,9,1,93
1,43,1,245,29,1,590,96,311
1,19,1,149,3,25,8,1,1
0,21,0,66,2,39,86,2,158
1,2,0,76,5,2,259,1,66
0,15,1,100,3,5,77,1,0
0,21,0,55,3,4,598,2,0
0,21,0,55,2,0,-1,2,0
2,85,1,130,2,17,13,1,352
2,56,1,130,2,3,411,2,0
2,129,1,51,7,3,46,1,2
0,70,0,65,3,2,124,1,179
0,6,1,100,3,5,115,1,4
2,129,1,170,3,24,33,1,308
0,12,1,144,6,1,15,1,71
1,11,1,250,2,3,320,1,0
1,1,1,349,4,32,24,1,255
0,90,0,65,1,40,102,2,169
0,12,0,65,1,0,-1,1,0
4,141,0,45,1,18,13,1,153
4,171,0,80,2,28,86,1,78
3,86,0,34,4,8,97,8,290
0,20,0,80,3,2,1368,1,0
2,126,0,36,30,1,50,103,235
1,14,1,180,6,5,96,1,0
1,43,1,174,29,0,-1,96,313
0,12,0,66,5,3,124,1,0
0,12,0,95,1,47,49,1,28
0,79,1,119,4,23,123,1,31
1,19,1,199,3,7,362,1,0
1,1,1,300,1,2,784,1,0
1,23,0,150,3,17,270,1,188
1,102,1,70,15,0,-1,1,0
0,54,0,39,3,2,797,2,0
0,32,1,125,8,1,693,1,207
1,14,0,300,2,4,51,1,0
1,1,0,150,3,3,668,2,127
0,12,0,60,4,17,346,2,131
0,16,1,130,120,0,-1,1,0
0,12,1,180,3,1,26,1,9
0,24,0,40,31,3,21,2,84
0,0,0,65,3,2,15,1,281
0,10,1,150,31,1,117,2,281
1,27,0,100,3,8,204,2,361
0,33,1,150,4,9,36,1,0
0,12,0,90,2,2,85,1,10
2,56,0,40,5,1,673,1,0
0,16,0,69,1,13,346,1,1
3,93,0,85,1,2,494,2,353
0,15,1,200,4,6,346,1,4
0,21,0,59,1,33,17,3,28
1,28,1,248,4,3,1435,1,100
0,15,0,60,3,2,627,1,50
1,1,0,95,3,28,19,1,0
2,81,0,77,2,10,123,6,354
0,21,0,70,1,8,224,1,0
2,81,2,100,1,0,-1,1,179
0,6,0,45,2,46,9,4,36
2,31,0,83,2,0,-1,1,126
0,6,0,45,2,41,9,4,39
0,54,1,75,3,12,38,1,167
2,25,0,64,4,23,59,1,8
0,12,1,150,2,3,25,2,330
0,12,0,80,1,13,13,1,65
0,6,1,75,2,17,38,1,77
2,37,0,64,1,7,8,5,90
0,17,1,154,2,12,38,1,19
0,6,0,40,30,1,30,1,282
0,20,1,160,2,14,13,1,45
1,1,1,210,2,7,359,1,0
